,Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Number of vacation days,Employment status,Main language at work,Company size,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
1143,10/12/2020 14:44:21,41.0,Male,Munich,Software Engineer,15,15,Senior,Kotlin,99000.0,1200,39,Full-time employee,German,1000+,No,0.0,0
1144,11/12/2020 08:39:23,33.0,Male,Berlin,Backend Developer,8,6,Lead,NodeJS,90000.0,20000,25,Full-time employee,English,101-1000,No,0.0,0
1145,11/12/2020 09:20:06,44.0,Male,Berlin,QA Lead,15,5,Lead,"JS, Java",72000.0,0,30,Full-time employee,English,11-50,No,30.0,0
1146,11/12/2020 16:25:59,28.0,Male,Berlin,ML Engineer,5,3,Middle,"Python, Pytorch",54000.0,10000,27,Full-time employee,English,up to 10,No,0.0,No
1147,11/12/2020 22:00:36,34.0,Female,Berlin,Designer (UI/UX),10,6,Senior,"PS, Sketch, React, CSS3",45000.0,0,30,Full-time employee,German,up to 10,No,35.0,0
1149,12/12/2020 11:45:25,40.0,Male,Berlin,Backend Developer,20,5,Lead,Java,80000.0,0,0,Full-time employee,English,1000+,No,0.0,0
1150,12/12/2020 14:51:11,28.0,Male,Brussels,Robotics Engineer,3,0,Middle,C++,45000.0,0,25,Full-time employee,English,up to 10,No,0.0,0
1151,12/12/2020 20:52:06,26.0,Male,Stockholm,ML Engineer,2.5,0,Middle,Python/NLP,60000.0,60000,30,Full-time employee,English,1000+,Yes,0.0,0
1152,12/12/2020 20:55:50,39.0,Male,Berlin,Software Engineer,15,4,Lead,Java,75000.0,75000,24,Full-time employee,English,51-100,No,0.0,0
1153,13/12/2020 08:25:33,32.0,Male,Copenhagen,Data Scientist,6,6,Senior,Python,92000.0,5000,25,Full-time employee,English,up to 10,No,30.0,0
1155,13/12/2020 15:03:32,27.0,Female,Lisbon,Backend Developer,3,0,Middle,Java,17500.0,1250,22,Full-time employee,English,1000+,No,0.0,0
1156,13/12/2020 15:20:17,32.0,Female,Berlin,Software Engineer,2,2,Middle,Javascript,63000.0,3000,27,Full-time employee,English,101-1000,No,0.0,100
1157,13/12/2020 18:25:45,25.0,Female,Berlin,Software Engineer,4,1,Middle,"Scala, Apache Spark",65000.0,Not sure,28,Full-time employee,English,101-1000,No,0.0,0
1158,13/12/2020 21:23:15,37.0,Female,Berlin,Data Scientist,7,2,Head,Python,75000.0,16000,28,Full-time employee,English,11-50,No,0.0,No
1159,14/12/2020 08:55:24,56.0,Male,Munich,Software Engineer,30,19,Lead,c++,110000.0,110000,25,Full-time employee,English,51-100,No,0.0,0
1160,14/12/2020 09:03:54,30.0,Male,Berlin,Data Scientist,4.5,2.5,Middle,Python,60000.0,10000,24,Full-time employee,English,51-100,No,30.0,0
1161,14/12/2020 14:33:10,30.0,Female,Hamburg,Software Engineer,5,2,Senior,Java,70000.0,20000,0,Full-time employee,English,1000+,No,0.0,0
1162,14/12/2020 14:33:19,30.0,Female,Hamburg,Software Engineer,5,2,Senior,Java,70000.0,20000,0,Full-time employee,English,1000+,No,0.0,0
1163,14/12/2020 15:25:10,27.0,Male,Munich,QA Engineer,6,4,Middle,Python,70000.0,75000,30,Full-time employee,English,1000+,No,0.0,1000
1164,14/12/2020 16:39:33,29.0,Male,Berlin,Software Engineer,6,1,Senior,Python,70000.0,10000,27,Full-time employee,English,1000+,No,0.0,600
1165,16/12/2020 11:50:12,24.0,Male,Berlin,Mobile Developer,3.5,0.25,Middle,"Swift, Objective-C",70000.0,0,27,Full-time employee,English,1000+,No,0.0,140
1166,16/12/2020 12:02:55,27.0,Male,Berlin,Data Engineer,0,0,Junior,Python,40000.0,0,30,Full-time employee,German,1000+,No,0.0,0
1167,16/12/2020 17:04:36,28.0,Male,Berlin,Frontend Developer,7,5,Middle,React.js / TypeScript,62000.0,700,26,Full-time employee,English,101-1000,No,0.0,0
1168,17/12/2020 10:28:18,40.0,Male,Berlin,Data Engineer,14,0,Middle,"BI, DWH, ETL/ELT",57000.0,3000,24,Full-time employee,English,101-1000,No,0.0,0
1169,17/12/2020 19:16:46,32.0,Male,Berlin,Backend Developer,9,5,Senior,Scala,90000.0,0,34,Full-time employee,English,101-1000,No,0.0,650
1171,18/12/2020 10:17:16,32.0,Male,Berlin,Software Engineer,11,1,Senior,Scala,72500.0,10000,27,Full-time employee,English,1000+,No,0.0,600
1172,18/12/2020 10:32:56,30.0,Male,Berlin,Backend Developer,9,1,Senior,Scala,75000.0,10000,27,Full-time employee,English,1000+,No,0.0,0
1173,18/12/2020 11:29:23,30.0,Male,Berlin,Backend Developer,9,5,Senior,Scala,85000.0,90000,24,Full-time employee,English,1000+,No,0.0,600
1174,18/12/2020 12:23:22,36.0,Male,Stuttgart,Mobile Developer,16,4,Lead,Java,62500.0,0,32,Full-time employee,English,51-100,No,32.0,0
1175,18/12/2020 13:14:39,33.0,Male,Berlin,Software Engineer,7,7,Senior,C++,65900.0,15900,30,Full-time employee,English,1000+,No,0.0,700
1176,18/12/2020 15:38:13,33.0,Male,Berlin,Engineering Manager,15,4,Lead,Java,85000.0,15000,28,Full-time employee,English,1000+,No,0.0,600
1177,18/12/2020 18:43:35,32.0,Male,Munich,Software Engineer,13,7,Middle,Java,95000.0,35000,30,Full-time employee,English,1000+,No,0.0,800
1179,19/12/2020 09:54:24,34.0,Male,Berlin,Backend Developer,12,4,Senior,Kotlin,75000.0,7500,27,Full-time employee,English,1000+,No,0.0,1100
1182,20/12/2020 01:48:34,54.0,Male,Munich,Software Engineer,25,15,Middle,Python,75000.0,5000,29,Full-time employee,English,1000+,No,30.0,1500
1183,20/12/2020 10:31:17,28.0,Male,Sevilla,DatabEngineer,4,0,Middle,GCP,30000.0,0,24,Full-time employee,Spanish,51-100,No,0.0,0
1184,21/12/2020 13:45:43,28.0,Female,Berlin,Frontend Developer,5,2,Senior,javascript,64000.0,2000,28,Full-time employee,English,1000+,No,0.0,0
1185,21/12/2020 14:52:24,29.0,Female,Berlin,Project Manager,6,"0,5",Middle,Web,51000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
1186,21/12/2020 23:41:56,38.0,Male,Berlin,Data Scientist,6,3,Lead,Python,110000.0,70000,28,Full-time employee,English,1000+,No,0.0,0
1187,22/12/2020 11:55:00,33.0,Male,Berlin,Software Engineer,11,5,Senior,Scala,107000.0,90000,24,Full-time employee,English,1000+,No,0.0,2000
1188,22/12/2020 13:39:31,36.0,Male,Berlin,Backend Developer,12,0.5,Senior,Python,100000.0,15000,30,Full-time employee,English,1000+,No,0.0,500
1189,22/12/2020 16:31:16,36.0,Male,Berlin,Software Engineer,15,6,Senior,PHP,70000.0,2000,26,Full-time employee,English,101-1000,No,0.0,800
1190,22/12/2020 17:11:31,37.0,Male,Aachen,QA Engineer,15,1,Senior,Python,70000.0,7000,28,Full-time employee,English,101-1000,No,0.0,0
1191,22/12/2020 18:16:48,36.0,Male,Munich,Software Engineer,15,1,Senior,PL/SQL,68000.0,3000,30,Full-time employee,English,1000+,No,0.0,400
1192,22/12/2020 18:36:24,35.0,Female,Munich,Application Consultant,"1,5","1,5",Junior,SAP,46000.0,2000,28,Full-time employee,English,1000+,No,0.0,"0,00"
1193,22/12/2020 19:44:13,33.0,Male,Munich,Frontend Developer,10,6,Senior,Javascript,100000.0,5000,30,Full-time employee,English,101-1000,No,0.0,0
1194,22/12/2020 23:41:41,33.0,Male,Stuttgart,Team Lead,12,5,Lead,PHP,70200.0,0,30,Full-time employee,German,101-1000,No,0.0,500
1195,23/12/2020 17:33:56,31.0,Male,Berlin,Backend Developer,7,2,Senior,Go,75000.0,0,28,Full-time employee,English,101-1000,No,30.0,0
1196,24/12/2020 10:37:30,36.0,Male,Amsterdam,Mobile Developer,14,8,Senior,Swift,75000.0,0,20,Full-time employee,English,11-50,No,0.0,0
1197,24/12/2020 14:31:58,31.0,Male,Berlin,Software Engineer,9,5,Senior,scala,85000.0,0,28,Full-time employee,English,11-50,No,24.0,0
1198,24/12/2020 15:12:35,36.0,Male,Regensburg,Software Engineer,10,10,Middle,C#,66000.0,6000,30,Full-time employee,German,51-100,No,0.0,0
1199,24/12/2020 20:39:53,37.0,Male,Munich,DevOps,17,1,Senior,AWS,90000.0,0,30,Full-time employee,English,1000+,No,40.0,0
1200,24/12/2020 23:11:24,30.0,Male,Berlin,Consultant,3,3,Middle,Java,58000.0,0,30,Full-time employee,English,101-1000,No,0.0,400
1201,25/12/2020 14:37:26,30.0,Male,Berlin,Software Engineer,11,1,Senior,Java / Scala,90000.0,90000,29,Full-time employee,English,1000+,No,0.0,40
1202,25/12/2020 17:03:05,27.0,Male,Krakow,QA Engineer,5,1,Senior,java,35000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
1203,25/12/2020 21:58:38,33.0,Female,Munich,Software Engineer,10,3,Senior,Java,47500.0,0,25,Full-time employee,English,11-50,No,0.0,0
1204,26/12/2020 20:00:12,35.0,Male,Ingolstadt,Backend Developer,10,4,Lead,Magento,65000.0,0,25,Full-time employee,English,11-50,No,0.0,No
1205,27/12/2020 11:52:56,26.0,Male,Berlin,Backend Developer,5,4,Middle,Java,72000.0,0,30,Full-time employee,English,1000+,No,0.0,0
1206,27/12/2020 18:49:07,29.0,Male,Berlin,Software Engineer,9,5,Senior,C++,73000.0,16000,30,Full-time employee,English,1000+,No,32.0,0
1207,28/12/2020 11:20:05,31.0,Male,Berlin,Backend Developer,4,2,Middle,Ruby on Rails,50000.0,0,25,Full-time employee,English,11-50,No,0.0,0
1208,28/12/2020 12:00:15,36.0,Male,Stuttgart,Lead Developer,8,2,Lead,.net,72000.0,6000,28,Full-time employee,German,101-1000,No,0.0,0
1209,28/12/2020 22:24:47,24.0,Female,Munich,Software Engineer,less than year,less than year,student,"Python, database technologies",16320.0,16320,10,Part-time employee,English,11-50,No,0.0,0
1210,29/12/2020 18:33:08,36.0,Male,Berlin,Mobile Developer,10,10,Middle,Android,68000.0,2000,30,Full-time employee,English,1000+,No,0.0,650
1211,29/12/2020 23:57:42,29.0,Male,Munich,Data Scientist,6,5,Middle,SQL,70000.0,30000,28,Full-time employee,English,1000+,No,0.0,300
1212,30/12/2020 02:23:59,30.0,Female,Berlin,Frontend Developer,3,3,Lead,JavaScript ,57600.0,0,30,Full-time employee,English,101-1000,No,0.0,No
1213,30/12/2020 13:18:32,30.0,Male,Munich,Software Engineer,8,1,Senior,PHP,68000.0,1500,26,Full-time employee,English,51-100,No,0.0,0
1214,30/12/2020 16:32:25,29.0,Male,Berlin,Backend Developer,5,5,Senior,Go,75000.0,0,25,Full-time employee,English,101-1000,No,28.0,0
1215,31/12/2020 17:56:25,34.0,Male,Berlin,Software Engineer,14,4,Lead,Java,95000.0,5000,30,Full-time employee,English,1000+,No,0.0,0
1216,01/01/2021 10:51:57,30.0,Male,Berlin,Backend Developer,10,4,Lead,Java,82000.0,0,29,Full-time employee,English,101-1000,No,28.0,0
1217,01/01/2021 13:40:08,34.0,Male,Prague,Backend Developer,14,0,Lead,C#,90000.0,40000,30,Full-time employee,English,1000+,No,0.0,0
1218,02/01/2021 23:17:31,27.0,Male,Munich,Software Engineer,8,4,Senior,"C++, C#",52000.0,0,28,Full-time employee,English,11-50,No,0.0,0
1219,03/01/2021 02:44:04,26.0,Male,Munich,Mobile Developer,5,1,Middle,Kotlin,65000.0,0,24,Full-time employee,Russian,51-100,No,0.0,0
1220,04/01/2021 16:41:12,35.0,Male,Munich,Software Engineer,12,5,Lead,python,100000.0,10000,30,Full-time employee,English,51-100,No,0.0,1670
1221,05/01/2021 22:12:30,44.0,Male,Munich,Software Architekt,20,20,Head,Java Backend,95000.0,15000,30,Full-time employee,German,101-1000,Yes,0.0,0
1222,05/01/2021 22:56:24,34.0,Male,Ingolstadt ,Software Engineer,3.5,3.5,Junior,C++,55000.0,55000,30,Full-time employee,German,1000+,No,20.0,0
1223,05/01/2021 23:03:40,45.0,Male,Munich,Software Engineer,20,20,Self employed,".net, c++, spss, embeddded",200000.0,15000,30,Self-employed (freelancer),German,up to 10,No,0.0,No
1224,05/01/2021 23:51:56,31.0,Male,Munich,Backend Developer,10,7,Senior,Ruby on Rails,85000.0,85000,27,Full-time employee,English,101-1000,No,0.0,0
1225,06/01/2021 21:20:44,24.0,Male,Berlin,Frontend Developer,5,2,Senior,TypeScript,68250.0,0,27,Full-time employee,English,101-1000,No,0.0,0
1226,06/01/2021 21:36:17,27.0,Male,Munich,Software Engineer,7,4,Middle,.NET,63000.0,0,30,Full-time employee,English,51-100,No,0.0,200
1227,06/01/2021 21:42:52,34.0,Male,Berlin,Frontend Developer,6,2,Middle,Javascript,63000.0,0,25,Full-time employee,English,101-1000,No,32.0,0
1228,07/01/2021 10:47:40,28.0,Male,Munich,Software Engineer,7,3,Middle,Java,63000.0,4000,30,Full-time employee,English,101-1000,No,0.0,0
1229,07/01/2021 14:37:29,25.0,Male,Berlin,ML Engineer,5,"0,5",Middle,Scala,65000.0,2000,30,Full-time employee,English,1000+,No,0.0,500
1230,08/01/2021 00:38:57,35.0,Male,Karlsruhe,Software Engineer,12,7,Senior,".Net, Angular",75000.0,0,28,Full-time employee,English,1000+,No,0.0,0
1233,08/01/2021 17:23:19,33.0,Female,Munich,Testmanager,10,2,Junior,Java,60000.0,60000,30,Full-time employee,German,1000+,No,0.0,No
1236,11/01/2021 12:12:34,39.0,Male,Berlin,QA Engineer,7,5,Senior,Java,76000.0,3000,30,Full-time employee,English,1000+,Yes,0.0,0
1237,12/01/2021 12:48:23,37.0,Male,Berlin,Mobile Developer,15,5,Senior,Android,84700.0,1000,29,Full-time employee,English,101-1000,No,0.0,1200
1238,12/01/2021 22:22:21,27.0,Male,Frankfurt,Software Engineer,3,1,Middle,Qlik,52000.0,0,27,Full-time employee,German,11-50,No,0.0,0
1242,16/01/2021 14:39:02,32.0,Male,Munich,ERP Consultant,10,6,Lead,SAP,130000.0,0,30,Full-time employee,English,1000+,No,0.0,0
1244,16/01/2021 22:23:04,32.0,Male,Munich,Software Engineer,10,5,Head,Scala,95000.0,0,24,Full-time employee,English,11-50,No,0.0,0
1245,17/01/2021 13:22:23,28.0,Male,Berlin,Frontend Developer,5,5,Middle,JavaScript,55000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
1247,18/01/2021 11:50:02,34.0,Male,Zurich,Software Engineer,7,2,Senior,PHP,108500.0,0,25,Full-time employee,English,11-50,No,0.0,0
1248,18/01/2021 15:05:50,31.0,Male,Berlin,Backend Developer,9,5,Senior,Java,70000.0,72000,26,Full-time employee,English,51-100,Yes,0.0,0
1249,18/01/2021 17:46:02,33.0,Male,Berlin,Researcher/ Consumer Insights Analyst ,10,1.5,Senior,consumer analysis,60000.0,3000,unlimited ,Full-time employee,English,1000+,No,0.0,0
1250,18/01/2021 23:20:35,39.0,Male,Munich,IT Operations Manager,15,2,Lead,PHP,110000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
1251,19/01/2021 10:17:58,26.0,Male,Saarbrücken,Frontend Developer,7,7,Middle,JavaScript,38350.0,40950,27,Full-time employee,German,101-1000,No,0.0,0
1252,19/01/2021 12:01:11,26.0,Male,Berlin,DevOps,2,2,Middle,yaml,65000.0,6500,30,Full-time employee,English,51-100,No,30.0,600
