,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
775,37.0,Female,Berlin,Data Scientist,8,0.5,Middle,Python ,"SQL, AWS",67000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
776,26.0,Male,Lisbon,Software Engineer,4,0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL",21000.0,0,19000.0,0,22,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
777,30.0,Male,Barcelona,Data Scientist,5,0,Senior,R,"Python, SQL",40000.0,0,40000.0,0,25,Full-time,Unlimited contract,Spanish,1000+,Business Services,No,0.0,0
778,24.0,Male,Sofia,ML Engineer,5,0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000.0,0,40000.0,0,20,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
779,35.0,Male,Frankfurt,Manager ,6,5,Lead,C,"Python, C/C++, Docker",90000.0,7500,88000.0,7500,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
780,27.0,Male,Rome,Data Scientist,2,0,Junior,SQL,"Python, SQL, Google Cloud",25300.0,3000,25300.0,300,24,Full-time,Temporary contract,Italian,1000+,Business Services,No,0.0,0
781,31.0,Male,Munich,Professor,10,2,Lead,Python,No Response,80000.0,0,78000.0,No Response,365,Full-time,Unlimited contract,German,101-1000,Education and Research,No,0.0,0
782,27.0,Female,Munich,Backend Developer,6,4,Senior,Java,Python,85600.0,10000,75000.0,10000,25,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
783,29.0,Male,Bonn,Data Scientist,2,2,Middle,Python,SQL,55200.0,0,50000.0,0,30,Full-time,Temporary contract,English,1000+,Utilities and Manufacturing,No,0.0,0
784,29.0,Male,Berlin,AI Management,6,6,Lead,Python,"Python, Azure, Docker",92000.0,14000,75000.0,78000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
785,34.0,Male,Berlin,Backend Developer,14,6,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,100000,85000.0,90000,29,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
786,29.0,Male,Helsinki,Frontend Developer,10,0,Senior,TypeScript,Javascript / Typescript,60000.0,2500,No Response,No Response,0,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,8.0,0
787,35.0,Male,Luttich,Data Scientist,12,0,Lead,Python,"Python, R, Spark",85000.0,95000,80000.0,90000,37.5,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,240
788,54.0,Male,Milano,Sales ,31,6,Lead,Network Automation,Python,110000.0,100000,110000.0,100000,29,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,No
789,31.0,Male,Berlin,Software Engineer,6,4,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,99000,80000.0,80000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,300
790,30.0,Male,Bielefeld,Software Engineer,5,3,Junior,C++,"Python, Qt",55000.0,55000,No Response,No Response,30,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,0
791,36.0,Male,Zurich,Backend Developer,15,2,Senior,C++,"C/C++, Java / Scala",172000.0,100000,169000.0,120000,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
792,24.0,Male,Berlin,Backend Developer,1,1,Intern,Python,"Python, Javascript / Typescript, R",14400.0,No,No Response,No Response,24,Intern,Temporary contract,German,up to 10,Entrepreneurship,No,0.0,No
793,28.0,Male,Frankfurt,XR Developer,8,1,Lead,C#,"Python, Javascript / Typescript",25000.0,2000,25000.0,5000,1,Full-time,Temporary contract,English,11-50,Entrepreneurship,No,10.0,0
794,36.0,Male,Hamburg,Data Scientist,2,10,Middle,Python,"Java / Scala, SQL",63000.0,0,55000.0,No Response,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
795,26.0,Male,Berlin,DevOps,5,2,Middle,"Kubernetes, Terraform, GCP","Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000.0,0,60000.0,No Response,23,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
796,36.0,Male,Munich,DevOps,14,6,Middle,PowerShell,SQL,65000.0,5000,58040.0,No Response,30,Full-time,Unlimited contract,German,101-1000,Business Services,No,0.0,0
797,33.0,Male,Berlin,Backend Developer,13,1.5,Senior,Python,"Python, Go, Docker",83000.0,0,73000.0,0,30,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,32.0,0
798,35.0,Male,Berlin,Data Engineer,6,6,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000.0,200000,200000.0,200000,14,Self-employed,Temporary contract,English,11-50,Entrepreneurship,No,0.0,0
799,36.0,Male,Berlin,Frontend Developer,6,4,Middle,JavaScript,"Javascript / Typescript, Kubernetes, Docker",58000.0,0,55000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,Yes,0.0,0
800,35.0,Male,Berlin,Software Engineer,2,2,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000.0,500,42000.0,500,45,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
801,29.0,Male,Berlin,Backend Developer,9,6,Senior,Java,"Kotlin, Java / Scala, SQL, AWS",75000.0,0,75000.0,No Response,25,Full-time,Unlimited contract,English,51-100,Entrepreneurship,Yes,32.0,0
802,29.0,Male,Berlin,DevOps,11,7,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,0,140000.0,0,5,Self-employed,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,0
803,32.0,Male,Hamburg,Backend Developer,14,6,Lead,Java,"Javascript / Typescript, .NET, SQL",80000.0,5000,70000.0,5000,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
804,23.0,Male,NA,"Student, Software Developer, Data Engineer",4,0,Junior,"Django, Flask, Plotly Dash","Python, AWS",54179.13,60847.32,No Response,No Response,0,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,1250.29
805,32.0,Female,Berlin,Engineering Team Lead,10,6,Lead,QA,No Response,65000.0,3250,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,300
806,30.0,Male,Berlin,Software Engineer,7,1,Senior,python,"Python, C/C++, AWS",49000.0,0,39000.0,No Response,12,Full-time,Temporary contract,English,11-50,Entrepreneurship,No,40.0,0
807,30.0,Male,Munich,Data Scientist,2,2,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,5000,45000.0,5000,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,36.0,0
808,30.0,Male,Berlin,ML Engineer,6,2,Middle,Python,"SQL, AWS, Docker",59000.0,0,54000.0,0,28,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,0
809,30.0,Male,Frankfurt,Data Scientist,5,4,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,0,52500.0,0,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,16.0,0
810,48.0,Male,Madrid,DevOps,15,0,Senior,Python,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,Yes,0.0,0
811,31.0,Male,Berlin,Data Analyst,7,6,Senior,Sql,"Python, R, SQL",83000.0,20000,75000.0,20000,26,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
812,38.0,Male,Cologne,Software Engineer,15,5,Senior,C#,"SQL, Azure",59000.0,7000,No Response,No Response,30,Full-time,Unlimited contract,English,up to 10,Utilities and Manufacturing,No,0.0,300
813,22.0,Male,Istanbul,Backend Developer,3,0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Docker",10001.0,0,No Response,No Response,0,Self-employed,Unlimited contract,English,up to 10,Entrepreneurship,Yes,0.0,0
814,28.0,Male,warsaw,Data Scientist,3,0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud",50000.0,10000,30000.0,30000,21,Self-employed,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
815,29.0,Male,Berlin,Data Scientist,5,2,Senior,Python,"Python, R, SQL, Google Cloud",75000.0,0,75000.0,0,24,Full-time,Unlimited contract,English,11-50,Entrepreneurship,Yes,20.0,0
816,34.0,Male,Munich,Frontend Developer,5,4,Senior,Javascript / Typescript,No Response,54000.0,54000,54000.0,54000,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,20.0,0
817,27.0,Male,Berlin,Frontend Developer,5,1,Middle,"Javascript, Angular",Javascript / Typescript,58000.0,58000,No Response,No Response,25,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
818,34.0,Male,Berlin,ML Engineer,3,3,Senior,Python,AWS,70000.0,0,55000.0,No Response,30,Full-time,Temporary contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
819,28.0,Male,Wolfsburg,Software Engineer,2,1,Junior,C,"Python, C/C++, Docker",48000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,20.0,0
820,40.0,Male,Mannheim,Software Engineer,9,9,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,5000,87000.0,3000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
821,27.0,Male,Cologne,Software Engineer,1,1,Junior,C++,No Response,45000.0,45000,45000.0,45000,30,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,No
822,35.0,Female,Munich,Data Scientist,5,2,Senior,"SAS,SQL,Python","Python, SQL, SAS",75000.0,10000,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Finance,No,0.0,1500
823,29.0,Male,London,Software Engineer,9,0,Senior,Typescript,"Javascript / Typescript, Java / Scala",113000.0,170000,No Response,No Response,25,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,1800
824,38.0,Male,Munich,Product Manager,12,12,Senior,Node,"Python, PHP, SQL",74000.0,14000,71000.0,11000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
825,32.0,Male,Berlin,Data Engineer,7,5,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000.0,82000,75000.0,80000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
826,37.0,Male,Berlin,Data Scientist,10,10,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,0,79000.0,0,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,200
827,29.0,Male,Karlsruhe,DevOps,6,5,Senior,"php, js, python, docker","SQL, AWS, Azure",64800.0,9450,58800.0,7050,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,1000
828,32.0,Male,Frankfurt,Software Engineer,7,7,Senior,"C, Matlab",No Response,70000.0,4000,No Response,No Response,30,Full-time,Unlimited contract,German,51-100,Utilities and Manufacturing,No,0.0,0
829,40.0,Male,Hildesheim,Software Engineer,16,3,Senior,C++,No Response,72000.0,5000,70000.0,5000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
830,39.0,Male,Berlin,Software Engineer,12,6,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,2000,80000.0,0,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
831,32.0,Male,Vienna,DataOps Team Lead,10,10,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,40000,80000.0,35000,25,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
832,26.0,Female,Berlin,Backend Developer,5,0,Middle,Java,Python,65000.0,75000,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
833,30.0,Male,Berlin,Software Engineer,9,1,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000.0,0,74000.0,0,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,500
834,32.0,Female,Munich,Data Scientist,5,5,Senior,Python ,"Python, Go",80000.0,0,75000.0,0,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
835,32.0,Male,Munich,Software Engineer,8,1,Senior,C++,"Python, C/C++",65000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
836,31.0,Male,Helsinki,Software Engineer,5,0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064.0,66447,No Response,55200,30,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,40.0,0
837,30.0,Male,Berlin,Software Engineer,10,6,Senior,Ruby,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000.0,30000,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
838,30.0,Male,Munich,Software Sales,12,2,Senior,Cloud,No Response,150000.0,20000,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,200
839,30.0,Female,Berlin,QA Engineer,8,6,Senior,Javascript,"Javascript / Typescript, AWS, Docker",70000.0,0,No Response,No Response,31,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
840,25.0,Male,Hamburg,Backend Developer,5,1,Middle,Java,"Kotlin, SQL",53500.0,53500,50000.0,50000,29,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,32.0,0
841,26.0,Male,Munich,Software Engineer,4,0,Middle,JavaScript / TypeScript,Javascript / Typescript,75000.0,82500,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
842,39.0,Male,Siegen,Software Engineer,16,6,Senior,Embedded,C/C++,62400.0,5000,60000.0,5000,30,Full-time,Unlimited contract,Russian,1000+,Utilities and Manufacturing,No,0.0,0
843,35.0,Male,Murnau am Staffelse,Beikoch,1,1,Middle,Apotheker,No Response,30000.0,1000,No Response,No Response,20,Full-time,Temporary contract,German,up to 10,General,No,0.0,0
844,38.0,Male,Munich,Software Engineer,16,5,Senior,.net,.NET,90000.0,0,90000.0,No Response,36,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
845,22.0,Male,Zurich,Product Management Praktikant,2,0.5,Intern,Python,"Python, SQL, Google Cloud",35000.0,35000,30000.0,30000,0,Intern,Temporary contract,German,up to 10,Entrepreneurship,No,0.0,0
846,32.0,Male,Innsbruck,Data Scientist,3,0,Senior,Python,"R, SQL, AWS, Google Cloud",62000.0,3000,62000.0,3000,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,12.0,0
847,30.0,Female,Munich,Frontend Developer,9,3,Senior,"JavaScript, TypeScript",PHP,60000.0,4000,51000.0,4000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
848,34.0,Male,Berlin,Backend Developer,10,4,Middle,Java,Docker,65600.0,800,67000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
849,36.0,Male,Stockholm,Mobile Developer,14,7,Senior,Java,Kotlin,80000.0,0,75000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
850,26.0,Female,Hannover,QA Engineer,2,0.3,Middle,Tricentis Tosca,"Java / Scala, SQL",32000.0,0,No Response,No Response,30,Full-time,Unlimited contract,German,1000+,Retail,No,0.0,0
851,28.0,Female,Berlin,Data Analyst,3,2.5,Middle,SQL,"Python, Javascript / Typescript, Ruby, AWS",53000.0,0,43000.0,0,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,1500
852,25.0,Male,Berlin,Software Engineer,6,0,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000.0,1000,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,40
853,28.0,Male,Berlin,Data Scientist,6,6,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,0,78000.0,0,26,Full-time,Unlimited contract,English,51-100,Business Services,No,0.0,0
854,35.0,Male,Berlin,Software Engineer,20,5,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,0,90000.0,0,32,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
855,23.0,Female,Berlin,Data analyst ,1,1,Junior,Sql ,"Python, R, SQL, Google Cloud",36000.0,36000,36000.0,36000,28,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,500
856,28.0,Male,Munich,Software Engineer,3,3,Junior,.NET,"Python, C/C++, .NET",65000.0,13000,65000.0,13000,30,Full-time,Unlimited contract,English,1000+,Finance,No,0.0,0
857,36.0,Male,Berlin,Software Engineer,10,10,Senior,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,35000,85000.0,28500,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,800
858,30.0,Male,Heidelberg,Software Engineer,9,4,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,2000,55000.0,No Response,30,Full-time,Temporary contract,English,1000+,Business Services,No,0.0,0
859,30.0,Male,Heidelberg,Software Engineer,9,4,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,2000,55000.0,No Response,30,Full-time,Temporary contract,English,1000+,Business Services,No,0.0,0
860,28.0,Male,Zurich,Software Engineer,6,0,Middle,C++,"Python, C/C++, Java / Scala",100000.0,18000,140000.0,73000,25,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,0
861,29.0,Male,Berlin,Frontend Developer,5,5,Middle,javascript,"Javascript / Typescript, Kubernetes, Docker",66000.0,0,60000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,500
862,26.0,Female,Prague,Software Engineer,4,1,Middle,C#,.NET,64000.0,0,55000.0,0,25,Full-time,Unlimited contract,Bilingual,1000+,Utilities and Manufacturing,No,0.0,0
863,26.0,Male,Berlin,Product Analyst,4,3,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,0,45000.0,0,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,100
864,31.0,Male,Munich,Software Engineer,5,2,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,3000,68000.0,3000,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
865,34.0,Female,Hildesheim,QA Engineer,11,2,Senior,QA,"Python, SQL",60000.0,2000,60000.0,1000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,5.0,0
866,34.0,Male,Hamburg,DevOps,8,1,Senior,Embedded,C/C++,67500.0,2800,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,30.0,0
867,36.0,Male,Munich,Software Engineer,13,5,Lead,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,5000,80000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
868,36.0,Male,Berlin,DevOps,17,4,Lead,Python,"Go, AWS, Kubernetes, Docker",124000.0,107000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
869,31.0,Male,Berlin,Software Engineer,7,2,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000.0,12500,75000.0,12500,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
870,28.0,Male,Munich,Software Engineer,8,1,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
871,28.0,Male,Munich,Software Engineer,8,1,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
872,36.0,Male,Berlin,Backend Developer,16,8,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000.0,120000,120000.0,120000,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
873,22.0,Female,Eindhoven,Frontend Developer,2,0,Junior,JS,"Javascript / Typescript, SQL, Docker",24000.0,0,No Response,0,24,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,Yes,32.0,0
874,30.0,Male,Berlin,Backend Developer,4,2,Middle,python,Python,58000.0,0,55000.0,0,24,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,500
875,35.0,Male,Berlin,Software Engineer,12,6,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000.0,95000,74000.0,94000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
876,30.0,Male,Berlin,Software Engineer,10,2,Middle,iOS,No Response,71000.0,0,65000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
877,36.0,Male,Bonn,DevOps,15,1,Junior,jenkins bash,"Kotlin, Swift, Javascript / Typescript, Docker",52500.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
878,28.0,Male,Cologne,Software Engineer,5,1,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,50000,50000.0,50000,25,Full-time,Unlimited contract,Russian,101-1000,Utilities and Manufacturing,No,0.0,0
879,42.0,Male,Berlin,Backend Developer,19,3,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000.0,4000,65000.0,5000,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
880,34.0,Male,Berlin,Backend Developer,14,4,Senior,Kotlin,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000.0,125000,90000.0,90000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,300
881,27.0,Male,Hamburg,Backend Developer,0,0,Junior,Python,Javascript / Typescript,50000.0,5000,No Response,No Response,30,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,0
882,36.0,Female,Berlin,Data Scientist,5,5,Senior,Python,"Python, R",87000.0,15000,77000.0,12000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
883,31.0,Male,Berlin,Software Engineer,4,4,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000.0,0,64000.0,1000,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
884,32.0,Female,Munich,It Consulting ,2,2,Junior,Test Management ,No Response,54000.0,1500,47000.0,700,27,Full-time,Unlimited contract,German,1000+,Business Services,No,0.0,150
885,32.0,Male,Berlin,Software Engineer,13,5,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000.0,3000,80000.0,0,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
886,36.0,Male,NA,ML Engineer,6,6,Senior,Python,"Python, R, Docker",110000.0,25000,65000.0,2500,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,80
887,26.0,Male,Munich,Software Engineer,6,2,Senior,TypeScript,"AWS, Docker",93000.0,10000,80000.0,No Response,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
888,28.0,Female,Berlin,Data Scientist,4,2,Middle,Python,Python,73700.0,80400,67000.0,67000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,200
889,34.0,Male,Munich,Data Scientist,10,10,Senior,Python,"R, SQL, AWS, Docker",85000.0,20000,62500.0,11000,28,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,300
890,38.0,Male,Berlin,Data Scientist,10,9,Senior,Python,Python,87550.0,0,85000.0,0,30,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,600
891,37.0,Male,Berlin,Software Engineer,16,8,Senior,Java,"Google Cloud, Kubernetes, Docker",80000.0,0,75000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
892,31.0,Male,Berlin,Backend Developer,9,1,Senior,NodeJS/TS,Javascript / Typescript,65000.0,5000,65000.0,0,27,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,30.0,0
893,38.0,Male,Berlin,Backend Developer,15,1,Middle,PHP/MySQL,"PHP, SQL, Docker, VMs",40700.0,0,20000.0,No Response,25,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,0
894,25.0,Male,Hamburg,ML Engineer,2,2,Middle,Python,.NET,60000.0,65000,48000.0,53000,28,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,0
895,33.0,Female,Berlin,Frontend Developer,13,4,Middle,"Angular, TypeScript",Javascript / Typescript,47745.0,3800,47745.0,3800,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
896,39.0,Female,Berlin,Data Scientist,2.5,2,Junior,python,"C/C++, R, SQL",60000.0,60000,60000.0,60000,30,Full-time,Unlimited contract,English,up to 10,Business Services,Yes,0.0,0
897,25.0,Male,Hamburg,Software Engineer,1,1,Junior,C#,"Javascript / Typescript, .NET, SQL, Kubernetes",43500.0,0,No Response,No Response,28,Full-time,Unlimited contract,German,51-100,Entrepreneurship,No,0.0,0
898,30.0,Female,Berlin,Software Engineer,7,3,Senior,Java,"Python, Javascript / Typescript",60000.0,0,55000.0,No Response,27,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
899,35.0,Male,Munich,Software Engineer,14,1,Senior,C++,"Python, C/C++",98000.0,28000,90000.0,22500,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,400
900,25.0,Male,Cologne,ML Engineer,2,2,Middle,"NLP, Python","Python, C/C++, Google Cloud, Docker",51000.0,3000,No Response,No Response,24,Full-time,Temporary contract,English,up to 10,Entrepreneurship,No,0.0,0
901,31.0,Male,Berlin,Software Engineer,4,1,Senior,Java,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000.0,0,65000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
902,31.0,Male,Hamburg,Data Scientist,0,0,Middle,Python,"Python, R, SQL",57000.0,0,No Response,No Response,0,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
903,25.0,Female,Amsterdam,Data Scientist,1.5,0,Middle,Python,"AWS, Docker",49850.0,500,36000.0,0,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,150
